Year	Category	Type	Code	Name	Substance	Unit	Factor	Margin	FactorWithMargin	ReliabilityScore	TemporalCorrelation	GeographicalCorrelation	TechnologicalCorrelation	DataCollection
2014	Detail	Industry	233210	Health care structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.037	0	0.037	4	2	1	5	1	
2014	Detail	Industry	233230	Manufacturing structures	Carbon dioxide	kg/2018 USD, purchaser price	0.24	0	0.24	3	2	1	3	1	
2014	Detail	Industry	233230	Manufacturing structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	233230	Manufacturing structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	233230	Manufacturing structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.019	0	0.019	4	2	1	5	1	
2014	Detail	Industry	233240	Power and communication structures	Carbon dioxide	kg/2018 USD, purchaser price	0.222	0	0.222	3	2	1	4	1	
2014	Detail	Industry	233240	Power and communication structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	233240	Power and communication structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	233240	Power and communication structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.01	0	0.01	4	2	1	4	1	
2014	Detail	Industry	233262	Educational and vocational structures	Carbon dioxide	kg/2018 USD, purchaser price	0.225	0	0.225	3	2	1	3	1	
2014	Detail	Industry	233262	Educational and vocational structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	233262	Educational and vocational structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	233262	Educational and vocational structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.036	0	0.036	4	2	1	5	1	
2014	Detail	Industry	2332A0	Office and commercial structures	Carbon dioxide	kg/2018 USD, purchaser price	0.233	0	0.233	3	2	1	3	1	
2014	Detail	Industry	2332A0	Office and commercial structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	2332A0	Office and commercial structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	2332A0	Office and commercial structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.038	0	0.038	4	2	1	5	1	
2014	Detail	Industry	2332C0	Transportation structures and highways and streets	Carbon dioxide	kg/2018 USD, purchaser price	0.398	0	0.398	4	2	1	4	1	
2014	Detail	Industry	2332C0	Transportation structures and highways and streets	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	2332C0	Transportation structures and highways and streets	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	2332C0	Transportation structures and highways and streets	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0	0.012	4	2	1	5	1	
2014	Detail	Industry	2332D0	Other nonresidential structures	Carbon dioxide	kg/2018 USD, purchaser price	0.328	0	0.328	3	2	1	4	1	
2014	Detail	Industry	2332D0	Other nonresidential structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	2332D0	Other nonresidential structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	2332D0	Other nonresidential structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.016	0	0.016	4	2	1	5	1	
2014	Detail	Industry	233411	Single-family residential structures	Carbon dioxide	kg/2018 USD, purchaser price	0.177	0	0.177	3	2	1	3	1	
2014	Detail	Industry	233411	Single-family residential structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Detail	Industry	233411	Single-family residential structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	233411	Single-family residential structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0	0.009	4	2	1	5	1	
2014	Detail	Industry	233412	Multifamily residential structures	Carbon dioxide	kg/2018 USD, purchaser price	0.09	0	0.09	3	2	1	3	1	
2014	Detail	Industry	233412	Multifamily residential structures	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Detail	Industry	233412	Multifamily residential structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	233412	Multifamily residential structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	4	2	1	5	1	
2014	Detail	Industry	2334A0	Other residential structures	Carbon dioxide	kg/2018 USD, purchaser price	0.29	0	0.29	3	2	1	4	1	
2014	Detail	Industry	2334A0	Other residential structures	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	2334A0	Other residential structures	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Detail	Industry	2334A0	Other residential structures	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.02	0	0.02	4	2	1	5	1	
2014	Detail	Industry	311111	Dog and cat food manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.328	0.047	0.375	3	2	1	4	1	
2014	Detail	Industry	311111	Dog and cat food manufacturing	Methane	kg/2018 USD, purchaser price	0.005	0	0.006	3	2	1	1	1	
2014	Detail	Industry	311111	Dog and cat food manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311111	Dog and cat food manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.007	3	2	1	3	1	
2014	Detail	Industry	311119	Other animal food manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.521	0.061	0.583	3	2	1	4	1	
2014	Detail	Industry	311119	Other animal food manufacturing	Methane	kg/2018 USD, purchaser price	0.004	0	0.005	3	2	1	1	1	
2014	Detail	Industry	311119	Other animal food manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311119	Other animal food manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	4	2	1	4	1	
2014	Detail	Industry	311210	Flour milling and malt manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.733	0.059	0.792	3	2	1	4	1	
2014	Detail	Industry	311210	Flour milling and malt manufacturing	Methane	kg/2018 USD, purchaser price	0.005	0	0.005	3	2	1	1	1	
2014	Detail	Industry	311210	Flour milling and malt manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.002	0	0.002	4	2	1	4	1	
2014	Detail	Industry	311210	Flour milling and malt manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	2	1	4	1	
2014	Detail	Industry	311221	Wet corn milling	Carbon dioxide	kg/2018 USD, purchaser price	1.419	0.041	1.46	4	2	1	4	1	
2014	Detail	Industry	311221	Wet corn milling	Methane	kg/2018 USD, purchaser price	0.007	0	0.007	3	2	1	1	1	
2014	Detail	Industry	311221	Wet corn milling	Nitrous oxide	kg/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Detail	Industry	311221	Wet corn milling	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	4	2	1	4	1	
2014	Detail	Industry	311224	Soybean and other oilseed processing	Carbon dioxide	kg/2018 USD, purchaser price	0.712	0.062	0.774	4	2	1	4	1	
2014	Detail	Industry	311224	Soybean and other oilseed processing	Methane	kg/2018 USD, purchaser price	0.002	0.001	0.003	4	2	1	1	1	
2014	Detail	Industry	311224	Soybean and other oilseed processing	Nitrous oxide	kg/2018 USD, purchaser price	0.002	0	0.002	4	2	1	4	1	
2014	Detail	Industry	311224	Soybean and other oilseed processing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	4	2	1	4	1	
2014	Detail	Industry	311225	Fats and oils refining and blending	Carbon dioxide	kg/2018 USD, purchaser price	0.539	0.051	0.59	4	2	1	4	1	
2014	Detail	Industry	311225	Fats and oils refining and blending	Methane	kg/2018 USD, purchaser price	0.003	0	0.003	3	2	1	1	1	
2014	Detail	Industry	311225	Fats and oils refining and blending	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311225	Fats and oils refining and blending	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	4	2	1	4	1	
2014	Detail	Industry	311230	Breakfast cereal manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.343	0.058	0.402	3	2	1	4	1	
2014	Detail	Industry	311230	Breakfast cereal manufacturing	Methane	kg/2018 USD, purchaser price	0.001	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311230	Breakfast cereal manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311230	Breakfast cereal manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	4	2	1	5	1	
2014	Detail	Industry	311300	Sugar and confectionery product manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.418	0.063	0.482	3	2	1	4	1	
2014	Detail	Industry	311300	Sugar and confectionery product manufacturing	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311300	Sugar and confectionery product manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311300	Sugar and confectionery product manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	4	2	1	4	1	
2014	Detail	Industry	311410	Frozen food manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.37	0.066	0.436	3	2	1	4	1	
2014	Detail	Industry	311410	Frozen food manufacturing	Methane	kg/2018 USD, purchaser price	0.005	0	0.005	3	2	1	1	1	
2014	Detail	Industry	311410	Frozen food manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311410	Frozen food manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	4	2	1	4	1	
2014	Detail	Industry	311420	Fruit and vegetable canning, pickling, and drying	Carbon dioxide	kg/2018 USD, purchaser price	0.321	0.061	0.382	3	2	1	4	1	
2014	Detail	Industry	311420	Fruit and vegetable canning, pickling, and drying	Methane	kg/2018 USD, purchaser price	0.002	0	0.003	3	2	1	1	1	
2014	Detail	Industry	311420	Fruit and vegetable canning, pickling, and drying	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311420	Fruit and vegetable canning, pickling, and drying	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.031	0.001	0.032	4	2	1	5	1	
2014	Detail	Industry	311513	Cheese manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.427	0.052	0.478	3	2	1	4	1	
2014	Detail	Industry	311513	Cheese manufacturing	Methane	kg/2018 USD, purchaser price	0.034	0	0.035	3	2	1	1	1	
2014	Detail	Industry	311513	Cheese manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	3	1	
2014	Detail	Industry	311513	Cheese manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0.001	0.006	4	2	1	4	1	
2014	Detail	Industry	311514	Dry, condensed, and evaporated dairy product manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.394	0.066	0.46	3	2	1	4	1	
2014	Detail	Industry	311514	Dry, condensed, and evaporated dairy product manufacturing	Methane	kg/2018 USD, purchaser price	0.021	0	0.021	3	2	1	1	1	
2014	Detail	Industry	311514	Dry, condensed, and evaporated dairy product manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Detail	Industry	311514	Dry, condensed, and evaporated dairy product manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	2	1	4	1	
2014	Detail	Industry	31151A	Fluid milk and butter manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.359	0.055	0.413	3	2	1	4	1	
2014	Detail	Industry	31151A	Fluid milk and butter manufacturing	Methane	kg/2018 USD, purchaser price	0.026	0	0.026	3	2	1	1	1	
2014	Detail	Industry	31151A	Fluid milk and butter manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	3	1	
2014	Detail	Industry	31151A	Fluid milk and butter manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	4	2	1	4	1	
2014	Detail	Industry	311520	Ice cream and frozen dessert manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.354	0.032	0.386	3	2	1	3	1	
2014	Detail	Industry	311520	Ice cream and frozen dessert manufacturing	Methane	kg/2018 USD, purchaser price	0.008	0	0.008	3	2	1	1	1	
2014	Detail	Industry	311520	Ice cream and frozen dessert manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Detail	Industry	311520	Ice cream and frozen dessert manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.011	0.001	0.012	4	2	1	5	1	
2014	Detail	Industry	311615	Poultry processing	Carbon dioxide	kg/2018 USD, purchaser price	0.5	0.06	0.56	4	2	1	4	1	
2014	Detail	Industry	311615	Poultry processing	Methane	kg/2018 USD, purchaser price	0.005	0	0.005	3	2	1	1	1	
2014	Detail	Industry	311615	Poultry processing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311615	Poultry processing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	4	2	1	4	1	
2014	Detail	Industry	31161A	Animal (except poultry) slaughtering, rendering, and processing	Carbon dioxide	kg/2018 USD, purchaser price	0.404	0.057	0.461	4	2	1	4	1	
2014	Detail	Industry	31161A	Animal (except poultry) slaughtering, rendering, and processing	Methane	kg/2018 USD, purchaser price	0.038	0	0.038	4	2	1	1	1	
2014	Detail	Industry	31161A	Animal (except poultry) slaughtering, rendering, and processing	Nitrous oxide	kg/2018 USD, purchaser price	0.002	0	0.002	4	2	1	4	1	
2014	Detail	Industry	31161A	Animal (except poultry) slaughtering, rendering, and processing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	4	2	1	4	1	
2014	Detail	Industry	311700	Seafood product preparation and packaging	Carbon dioxide	kg/2018 USD, purchaser price	0.271	0.041	0.312	4	2	1	4	1	
2014	Detail	Industry	311700	Seafood product preparation and packaging	Methane	kg/2018 USD, purchaser price	0.003	0	0.004	3	2	1	1	1	
2014	Detail	Industry	311700	Seafood product preparation and packaging	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311700	Seafood product preparation and packaging	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.003	4	2	1	4	1	
2014	Detail	Industry	311810	Bread and bakery product manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.225	0.055	0.28	3	2	1	4	1	
2014	Detail	Industry	311810	Bread and bakery product manufacturing	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311810	Bread and bakery product manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311810	Bread and bakery product manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	4	2	1	4	1	
2014	Detail	Industry	3118A0	Cookie, cracker, pasta, and tortilla manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.309	0.069	0.378	3	2	1	4	1	
2014	Detail	Industry	3118A0	Cookie, cracker, pasta, and tortilla manufacturing	Methane	kg/2018 USD, purchaser price	0.003	0	0.003	3	2	1	1	1	
2014	Detail	Industry	3118A0	Cookie, cracker, pasta, and tortilla manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0.001	4	2	1	4	1	
2014	Detail	Industry	3118A0	Cookie, cracker, pasta, and tortilla manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.007	0.001	0.008	4	2	1	5	1	
2014	Detail	Industry	311910	Snack food manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.316	0.066	0.381	3	2	1	4	1	
2014	Detail	Industry	311910	Snack food manufacturing	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311910	Snack food manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311910	Snack food manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	4	2	1	4	1	
2014	Detail	Industry	311920	Coffee and tea manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.321	0.057	0.378	3	2	1	4	1	
2014	Detail	Industry	311920	Coffee and tea manufacturing	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Detail	Industry	311920	Coffee and tea manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311920	Coffee and tea manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	2	1	3	1	
2014	Detail	Industry	311930	Flavoring syrup and concentrate manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.335	0.036	0.37	3	2	1	4	1	
2014	Detail	Industry	311930	Flavoring syrup and concentrate manufacturing	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311930	Flavoring syrup and concentrate manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311930	Flavoring syrup and concentrate manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	3	2	1	4	1	
2014	Detail	Industry	311940	Seasoning and dressing manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.274	0.046	0.32	3	2	1	4	1	
2014	Detail	Industry	311940	Seasoning and dressing manufacturing	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	2	1	1	1	
2014	Detail	Industry	311940	Seasoning and dressing manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	311940	Seasoning and dressing manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	3	2	1	4	1	
2014	Detail	Industry	311990	All other food manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.294	0.06	0.354	3	2	1	4	1	
2014	Detail	Industry	311990	All other food manufacturing	Methane	kg/2018 USD, purchaser price	0.004	0	0.004	3	2	1	1	1	
2014	Detail	Industry	311990	All other food manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Detail	Industry	311990	All other food manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	4	2	1	4	1	
2014	Detail	Industry	312110	Soft drink and ice manufacturing	Carbon dioxide	kg/2018 USD, purchaser price	0.34	0.065	0.405	3	2	1	3	1	
2014	Detail	Industry	312110	Soft drink and ice manufacturing	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Detail	Industry	312110	Soft drink and ice manufacturing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	312110	Soft drink and ice manufacturing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.017	0.001	0.018	3	2	1	3	1	
2014	Detail	Industry	312120	Breweries	Carbon dioxide	kg/2018 USD, purchaser price	0.222	0.076	0.298	3	2	1	3	1	
2014	Detail	Industry	312120	Breweries	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Detail	Industry	312120	Breweries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	312120	Breweries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0.001	0.007	3	2	1	3	1	
2014	Detail	Industry	312130	Wineries	Carbon dioxide	kg/2018 USD, purchaser price	0.131	0.073	0.204	3	2	1	3	1	
2014	Detail	Industry	312130	Wineries	Methane	kg/2018 USD, purchaser price	0	0	0.001	3	2	1	1	1	
2014	Detail	Industry	312130	Wineries	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Detail	Industry	312130	Wineries	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0.001	0.004	3	2	1	3	1	
